"subject" "activity" "domain" "feature" "variable" "direction" "average"
"716" 8 "SITTING" "f" "BodyAcc" "meanFreq()" "Y" 0.0263297524124555
"717" 8 "SITTING" "f" "BodyAcc" "meanFreq()" "Z" 0.0913951982033452
"718" 8 "SITTING" "f" "BodyAcc" "std()" "X" -0.585343460535587
"719" 8 "SITTING" "f" "BodyAcc" "std()" "Y" -0.378656458967972
"720" 8 "SITTING" "f" "BodyAcc" "std()" "Z" -0.513206312959075
"721" 8 "SITTING" "f" "BodyAccJerk" "mean()" "X" -0.59163500910605
"722" 8 "SITTING" "f" "BodyAccJerk" "mean()" "Y" -0.495906215569395
"723" 8 "SITTING" "f" "BodyAccJerk" "mean()" "Z" -0.644285802406762
"724" 8 "SITTING" "f" "BodyAccJerk" "meanFreq()" "X" 0.0212336768810676
"725" 8 "SITTING" "f" "BodyAccJerk" "meanFreq()" "Y" -0.169061574411388
"726" 8 "SITTING" "f" "BodyAccJerk" "meanFreq()" "Z" -0.0826086104950178
"727" 8 "SITTING" "f" "BodyAccJerk" "std()" "X" -0.598546245236655
"728" 8 "SITTING" "f" "BodyAccJerk" "std()" "Y" -0.45636839585694
"729" 8 "SITTING" "f" "BodyAccJerk" "std()" "Z" -0.691480916950178
"730" 8 "SITTING" "f" "BodyAccMag" "mean()" NA -0.512106792856939
"731" 8 "SITTING" "f" "BodyAccMag" "meanFreq()" NA 0.146541439681957
"732" 8 "SITTING" "f" "BodyAccMag" "std()" NA -0.651638076286121
"733" 8 "SITTING" "f" "BodyBodyAccJerkMag" "mean()" NA -0.529244911130605
"734" 8 "SITTING" "f" "BodyBodyAccJerkMag" "meanFreq()" NA 0.271528870278648
"735" 8 "SITTING" "f" "BodyBodyAccJerkMag" "std()" NA -0.618027414911032
"736" 8 "SITTING" "f" "BodyBodyGyroJerkMag" "mean()" NA -0.70215621546726
"737" 8 "SITTING" "f" "BodyBodyGyroJerkMag" "meanFreq()" NA 0.223748693337011
"738" 8 "SITTING" "f" "BodyBodyGyroJerkMag" "std()" NA -0.755717299964413
"739" 8 "SITTING" "f" "BodyBodyGyroMag" "mean()" NA -0.609984289180071
"740" 8 "SITTING" "f" "BodyBodyGyroMag" "meanFreq()" NA -0.0232241525951918
"741" 8 "SITTING" "f" "BodyBodyGyroMag" "std()" NA -0.636673891144128
"742" 8 "SITTING" "f" "BodyGyro" "mean()" "X" -0.601382421248399
"743" 8 "SITTING" "f" "BodyGyro" "mean()" "Y" -0.575938482711388
"744" 8 "SITTING" "f" "BodyGyro" "mean()" "Z" -0.525562919047438
"745" 8 "SITTING" "f" "BodyGyro" "meanFreq()" "X" -0.117102793715658
"746" 8 "SITTING" "f" "BodyGyro" "meanFreq()" "Y" -0.153879695796192
"747" 8 "SITTING" "f" "BodyGyro" "meanFreq()" "Z" -0.0430258806635231
"748" 8 "SITTING" "f" "BodyGyro" "std()" "X" -0.675275353078292
"749" 8 "SITTING" "f" "BodyGyro" "std()" "Y" -0.573087292172598
"750" 8 "SITTING" "f" "BodyGyro" "std()" "Z" -0.553968587869751
"751" 8 "SITTING" "t" "BodyAcc" "mean()" "X" 0.270759063295374
"752" 8 "SITTING" "t" "BodyAcc" "mean()" "Y" -0.0181894974688612
"753" 8 "SITTING" "t" "BodyAcc" "mean()" "Z" -0.106809623683986
"754" 8 "SITTING" "t" "BodyAcc" "std()" "X" -0.582958863017438
"755" 8 "SITTING" "t" "BodyAcc" "std()" "Y" -0.349383732046263
"756" 8 "SITTING" "t" "BodyAcc" "std()" "Z" -0.499472687913167
"757" 8 "SITTING" "t" "BodyAccJerk" "mean()" "X" 0.084215745375516
"758" 8 "SITTING" "t" "BodyAccJerk" "mean()" "Y" 0.000860301581786477
"759" 8 "SITTING" "t" "BodyAccJerk" "mean()" "Z" -0.0196719912994306
"760" 8 "SITTING" "t" "BodyAccJerk" "std()" "X" -0.575993073911744
"761" 8 "SITTING" "t" "BodyAccJerk" "std()" "Y" -0.458724925167972
"762" 8 "SITTING" "t" "BodyAccJerk" "std()" "Z" -0.66835678475516
"763" 8 "SITTING" "t" "BodyAccJerkMag" "mean()" NA -0.534248616612028
"764" 8 "SITTING" "t" "BodyAccJerkMag" "std()" NA -0.564471999961566
"765" 8 "SITTING" "t" "BodyAccMag" "mean()" NA -0.468522592843416
"766" 8 "SITTING" "t" "BodyAccMag" "std()" NA -0.554038979266192
"767" 8 "SITTING" "t" "BodyGyro" "mean()" "X" 0.00359053897160142
"768" 8 "SITTING" "t" "BodyGyro" "mean()" "Y" -0.091077509832669
"769" 8 "SITTING" "t" "BodyGyro" "mean()" "Z" 0.0640867611561922
"770" 8 "SITTING" "t" "BodyGyro" "std()" "X" -0.656219242281851
"771" 8 "SITTING" "t" "BodyGyro" "std()" "Y" -0.570941237019217
"772" 8 "SITTING" "t" "BodyGyro" "std()" "Z" -0.511392038012811
"773" 8 "SITTING" "t" "BodyGyroJerk" "mean()" "X" -0.104969855200356
"774" 8 "SITTING" "t" "BodyGyroJerk" "mean()" "Y" -0.0400922240331673
"775" 8 "SITTING" "t" "BodyGyroJerk" "mean()" "Z" -0.0582887148366548
"776" 8 "SITTING" "t" "BodyGyroJerk" "std()" "X" -0.674984452240214
"777" 8 "SITTING" "t" "BodyGyroJerk" "std()" "Y" -0.683086930288968
"778" 8 "SITTING" "t" "BodyGyroJerk" "std()" "Z" -0.695970301754448
"779" 8 "SITTING" "t" "BodyGyroJerkMag" "mean()" NA -0.673625525658363
"780" 8 "SITTING" "t" "BodyGyroJerkMag" "std()" NA -0.715838385516014
"781" 8 "SITTING" "t" "BodyGyroMag" "mean()" NA -0.476214943826192
"782" 8 "SITTING" "t" "BodyGyroMag" "std()" NA -0.581422885341281
"783" 8 "SITTING" "t" "GravityAcc" "mean()" "X" 0.647498175409253
"784" 8 "SITTING" "t" "GravityAcc" "mean()" "Y" 0.0303211113118861
"785" 8 "SITTING" "t" "GravityAcc" "mean()" "Z" 0.0836542406807936
"786" 8 "SITTING" "t" "GravityAcc" "std()" "X" -0.954256666035587
"787" 8 "SITTING" "t" "GravityAcc" "std()" "Y" -0.94844645047331
"788" 8 "SITTING" "t" "GravityAcc" "std()" "Z" -0.923180663601423
"789" 8 "SITTING" "t" "GravityAccMag" "mean()" NA -0.468522592843416
"790" 8 "SITTING" "t" "GravityAccMag" "std()" NA -0.554038979266192
"791" 9 "SITTING" "f" "BodyAcc" "mean()" "X" -0.579258404408681
"792" 9 "SITTING" "f" "BodyAcc" "mean()" "Y" -0.610267804090278
"793" 9 "SITTING" "f" "BodyAcc" "mean()" "Z" -0.592119122804271
"794" 9 "SITTING" "f" "BodyAcc" "meanFreq()" "X" -0.291349229752569
"795" 9 "SITTING" "f" "BodyAcc" "meanFreq()" "Y" -0.0879003298041667
"796" 9 "SITTING" "f" "BodyAcc" "meanFreq()" "Z" -0.0304334227664236
"797" 9 "SITTING" "f" "BodyAcc" "std()" "X" -0.547995744907986
"798" 9 "SITTING" "f" "BodyAcc" "std()" "Y" -0.586766083232639
"799" 9 "SITTING" "f" "BodyAcc" "std()" "Z" -0.501074006965903
"800" 9 "SITTING" "f" "BodyAccJerk" "mean()" "X" -0.621377141312847
"801" 9 "SITTING" "f" "BodyAccJerk" "mean()" "Y" -0.699766614569444
"802" 9 "SITTING" "f" "BodyAccJerk" "mean()" "Z" -0.702931927996528
"803" 9 "SITTING" "f" "BodyAccJerk" "meanFreq()" "X" -0.219176266215278
"804" 9 "SITTING" "f" "BodyAccJerk" "meanFreq()" "Y" -0.296107744084757
"805" 9 "SITTING" "f" "BodyAccJerk" "meanFreq()" "Z" -0.290292303180208
"806" 9 "SITTING" "f" "BodyAccJerk" "std()" "X" -0.572819893733993
"807" 9 "SITTING" "f" "BodyAccJerk" "std()" "Y" -0.679065855003472
"808" 9 "SITTING" "f" "BodyAccJerk" "std()" "Z" -0.739139922708333
"809" 9 "SITTING" "f" "BodyAccMag" "mean()" NA -0.553186448295139
"810" 9 "SITTING" "f" "BodyAccMag" "meanFreq()" NA -0.00358269125034722
"811" 9 "SITTING" "f" "BodyAccMag" "std()" NA -0.624456827182986
"812" 9 "SITTING" "f" "BodyBodyAccJerkMag" "mean()" NA -0.609193721940625
"813" 9 "SITTING" "f" "BodyBodyAccJerkMag" "meanFreq()" NA 0.0983598303289236
"814" 9 "SITTING" "f" "BodyBodyAccJerkMag" "std()" NA -0.611619343190972
"815" 9 "SITTING" "f" "BodyBodyGyroJerkMag" "mean()" NA -0.786473954201389
"816" 9 "SITTING" "f" "BodyBodyGyroJerkMag" "meanFreq()" NA 0.0927763736788194
"817" 9 "SITTING" "f" "BodyBodyGyroJerkMag" "std()" NA -0.801296292638889
"818" 9 "SITTING" "f" "BodyBodyGyroMag" "mean()" NA -0.700863097986111
"819" 9 "SITTING" "f" "BodyBodyGyroMag" "meanFreq()" NA -0.108828634535764
"820" 9 "SITTING" "f" "BodyBodyGyroMag" "std()" NA -0.697729432621528
"821" 9 "SITTING" "f" "BodyGyro" "mean()" "X" -0.639863219559028
"822" 9 "SITTING" "f" "BodyGyro" "mean()" "Y" -0.683924287600694
"823" 9 "SITTING" "f" "BodyGyro" "mean()" "Z" -0.612680463163889
"824" 9 "SITTING" "f" "BodyGyro" "meanFreq()" "X" -0.205909254584222
"825" 9 "SITTING" "f" "BodyGyro" "meanFreq()" "Y" -0.240880440259861
"826" 9 "SITTING" "f" "BodyGyro" "meanFreq()" "Z" -0.196153280691528
"827" 9 "SITTING" "f" "BodyGyro" "std()" "X" -0.690689895534722
"828" 9 "SITTING" "f" "BodyGyro" "std()" "Y" -0.667203220760417
"829" 9 "SITTING" "f" "BodyGyro" "std()" "Z" -0.619468634127778
"830" 9 "SITTING" "t" "BodyAcc" "mean()" "X" 0.270313841621528
"831" 9 "SITTING" "t" "BodyAcc" "mean()" "Y" -0.0209466555412396
"832" 9 "SITTING" "t" "BodyAcc" "mean()" "Z" -0.101233826213889
"833" 9 "SITTING" "t" "BodyAcc" "std()" "X" -0.555656544538194
"834" 9 "SITTING" "t" "BodyAcc" "std()" "Y" -0.5758878952125
"835" 9 "SITTING" "t" "BodyAcc" "std()" "Z" -0.506111776081806
"836" 9 "SITTING" "t" "BodyAccJerk" "mean()" "X" 0.0840171430291667
"837" 9 "SITTING" "t" "BodyAccJerk" "mean()" "Y" 0.00678485848399306
"838" 9 "SITTING" "t" "BodyAccJerk" "mean()" "Z" -0.00102998088194444
"839" 9 "SITTING" "t" "BodyAccJerk" "std()" "X" -0.578305161360069
"840" 9 "SITTING" "t" "BodyAccJerk" "std()" "Y" -0.678923872274306
"841" 9 "SITTING" "t" "BodyAccJerk" "std()" "Z" -0.721610094569444
"842" 9 "SITTING" "t" "BodyAccJerkMag" "mean()" NA -0.621608245092361
"843" 9 "SITTING" "t" "BodyAccJerkMag" "std()" NA -0.608862145384722
"844" 9 "SITTING" "t" "BodyAccMag" "mean()" NA -0.505183470509188
"845" 9 "SITTING" "t" "BodyAccMag" "std()" NA -0.553038255314792
"846" 9 "SITTING" "t" "BodyGyro" "mean()" "X" -0.0701318154561458
"847" 9 "SITTING" "t" "BodyGyro" "mean()" "Y" -0.0729884312991667
"848" 9 "SITTING" "t" "BodyGyro" "mean()" "Z" 0.109092913237986
"849" 9 "SITTING" "t" "BodyGyro" "std()" "X" -0.676452392569444
"850" 9 "SITTING" "t" "BodyGyro" "std()" "Y" -0.670498220701389
"851" 9 "SITTING" "t" "BodyGyro" "std()" "Z" -0.587557692291458
"852" 9 "SITTING" "t" "BodyGyroJerk" "mean()" "X" -0.0892254930640278
"853" 9 "SITTING" "t" "BodyGyroJerk" "mean()" "Y" -0.0397344421815972
"854" 9 "SITTING" "t" "BodyGyroJerk" "mean()" "Z" -0.053402884281875
"855" 9 "SITTING" "t" "BodyGyroJerk" "std()" "X" -0.7617108665625
"856" 9 "SITTING" "t" "BodyGyroJerk" "std()" "Y" -0.773273878854167
"857" 9 "SITTING" "t" "BodyGyroJerk" "std()" "Z" -0.744656038298611
"858" 9 "SITTING" "t" "BodyGyroJerkMag" "mean()" NA -0.7629795809375
"859" 9 "SITTING" "t" "BodyGyroJerkMag" "std()" NA -0.786176892048611
"860" 9 "SITTING" "t" "BodyGyroMag" "mean()" NA -0.550201866572569
"861" 9 "SITTING" "t" "BodyGyroMag" "std()" NA -0.663198385034722
"862" 9 "SITTING" "t" "GravityAcc" "mean()" "X" 0.670845545555556
"863" 9 "SITTING" "t" "GravityAcc" "mean()" "Y" -0.0467446999509028
"864" 9 "SITTING" "t" "GravityAcc" "mean()" "Z" 0.104353653032743
"865" 9 "SITTING" "t" "GravityAcc" "std()" "X" -0.958784666180556
"866" 9 "SITTING" "t" "GravityAcc" "std()" "Y" -0.949938115208333
"867" 9 "SITTING" "t" "GravityAcc" "std()" "Z" -0.920554317815972
"868" 9 "SITTING" "t" "GravityAccMag" "mean()" NA -0.505183470509188
"869" 9 "SITTING" "t" "GravityAccMag" "std()" NA -0.553038255314792
"870" 10 "LAYING" "f" "BodyAcc" "mean()" "X" -0.441869880651685
"871" 10 "LAYING" "f" "BodyAcc" "mean()" "Y" -0.448857772465169
"872" 10 "LAYING" "f" "BodyAcc" "mean()" "Z" -0.589623420932584
"873" 10 "LAYING" "f" "BodyAcc" "meanFreq()" "X" -0.201504434036236
"874" 10 "LAYING" "f" "BodyAcc" "meanFreq()" "Y" 0.0794805898853933
"875" 10 "LAYING" "f" "BodyAcc" "meanFreq()" "Z" 0.056923398286868
"876" 10 "LAYING" "f" "BodyAcc" "std()" "X" -0.446808171553933
"877" 10 "LAYING" "f" "BodyAcc" "std()" "Y" -0.482279508206854
"878" 10 "LAYING" "f" "BodyAcc" "std()" "Z" -0.528545276850562
"879" 10 "LAYING" "f" "BodyAccJerk" "mean()" "X" -0.462110222928652
"880" 10 "LAYING" "f" "BodyAccJerk" "mean()" "Y" -0.524868255294213
"881" 10 "LAYING" "f" "BodyAccJerk" "mean()" "Z" -0.686201008393258
"882" 10 "LAYING" "f" "BodyAccJerk" "meanFreq()" "X" -0.0879704524345506
"883" 10 "LAYING" "f" "BodyAccJerk" "meanFreq()" "Y" -0.205109810996067
"884" 10 "LAYING" "f" "BodyAccJerk" "meanFreq()" "Z" -0.0631314474808989
"885" 10 "LAYING" "f" "BodyAccJerk" "std()" "X" -0.469224463235618
"886" 10 "LAYING" "f" "BodyAccJerk" "std()" "Y" -0.526685879334831
"887" 10 "LAYING" "f" "BodyAccJerk" "std()" "Z" -0.754217862808989
"888" 10 "LAYING" "f" "BodyAccMag" "mean()" NA -0.444359893858427
"889" 10 "LAYING" "f" "BodyAccMag" "meanFreq()" NA 0.13279001137191
"890" 10 "LAYING" "f" "BodyAccMag" "std()" NA -0.572794439629775
"891" 10 "LAYING" "f" "BodyBodyAccJerkMag" "mean()" NA -0.44003215355618
"892" 10 "LAYING" "f" "BodyBodyAccJerkMag" "meanFreq()" NA 0.150685846665225
"893" 10 "LAYING" "f" "BodyBodyAccJerkMag" "std()" NA -0.501173628857865
"894" 10 "LAYING" "f" "BodyBodyGyroJerkMag" "mean()" NA -0.741410645280899
"895" 10 "LAYING" "f" "BodyBodyGyroJerkMag" "meanFreq()" NA 0.150434594197191
"896" 10 "LAYING" "f" "BodyBodyGyroJerkMag" "std()" NA -0.77147124747191
"897" 10 "LAYING" "f" "BodyBodyGyroMag" "mean()" NA -0.602597051292135
"898" 10 "LAYING" "f" "BodyBodyGyroMag" "meanFreq()" NA -0.027646128038764
"899" 10 "LAYING" "f" "BodyBodyGyroMag" "std()" NA -0.592044956595506
"900" 10 "LAYING" "f" "BodyGyro" "mean()" "X" -0.56312955943764
"901" 10 "LAYING" "f" "BodyGyro" "mean()" "Y" -0.574857051303371
"902" 10 "LAYING" "f" "BodyGyro" "mean()" "Z" -0.520866476615168
"903" 10 "LAYING" "f" "BodyGyro" "meanFreq()" "X" -0.0972930004862921
"904" 10 "LAYING" "f" "BodyGyro" "meanFreq()" "Y" -0.187271267085955
"905" 10 "LAYING" "f" "BodyGyro" "meanFreq()" "Z" -0.108677049433146
"906" 10 "LAYING" "f" "BodyGyro" "std()" "X" -0.642164957224719
"907" 10 "LAYING" "f" "BodyGyro" "std()" "Y" -0.446583339129213
"908" 10 "LAYING" "f" "BodyGyro" "std()" "Z" -0.60819779434382
"909" 10 "LAYING" "t" "BodyAcc" "mean()" "X" 0.276167166146067
"910" 10 "LAYING" "t" "BodyAcc" "mean()" "Y" -0.0163597620096067
"911" 10 "LAYING" "t" "BodyAcc" "mean()" "Z" -0.110895968975281
"912" 10 "LAYING" "t" "BodyAcc" "std()" "X" -0.444542179505618
"913" 10 "LAYING" "t" "BodyAcc" "std()" "Y" -0.4473986497
"914" 10 "LAYING" "t" "BodyAcc" "std()" "Z" -0.523383240782584
"915" 10 "LAYING" "t" "BodyAccJerk" "mean()" "X" 0.0770443967792135
"916" 10 "LAYING" "t" "BodyAccJerk" "mean()" "Y" 0.0179123332078652
"917" 10 "LAYING" "t" "BodyAccJerk" "mean()" "Z" -0.0184247667073034
"918" 10 "LAYING" "t" "BodyAccJerk" "std()" "X" -0.440752750779775
"919" 10 "LAYING" "t" "BodyAccJerk" "std()" "Y" -0.509261127107865
"920" 10 "LAYING" "t" "BodyAccJerk" "std()" "Z" -0.72030001661236
"921" 10 "LAYING" "t" "BodyAccJerkMag" "mean()" NA -0.516760666466067
"922" 10 "LAYING" "t" "BodyAccJerkMag" "std()" NA -0.463717186575281
"923" 10 "LAYING" "t" "BodyAccMag" "mean()" NA -0.410425640545281
"924" 10 "LAYING" "t" "BodyAccMag" "std()" NA -0.473099669633011
"925" 10 "LAYING" "t" "BodyGyro" "mean()" "X" -0.00620393485370787
"926" 10 "LAYING" "t" "BodyGyro" "mean()" "Y" -0.0945160408007472
"927" 10 "LAYING" "t" "BodyGyro" "mean()" "Z" 0.0870794129407303
"928" 10 "LAYING" "t" "BodyGyro" "std()" "X" -0.621444276745506
"929" 10 "LAYING" "t" "BodyGyro" "std()" "Y" -0.486751758186517
"930" 10 "LAYING" "t" "BodyGyro" "std()" "Z" -0.555094483744944
"931" 10 "LAYING" "t" "BodyGyroJerk" "mean()" "X" -0.112186524665169
"932" 10 "LAYING" "t" "BodyGyroJerk" "mean()" "Y" -0.0399910798199438
"933" 10 "LAYING" "t" "BodyGyroJerk" "mean()" "Z" -0.0545410082941573
"934" 10 "LAYING" "t" "BodyGyroJerk" "std()" "X" -0.665836066179775
"935" 10 "LAYING" "t" "BodyGyroJerk" "std()" "Y" -0.739123314101124
"936" 10 "LAYING" "t" "BodyGyroJerk" "std()" "Z" -0.653709248078652
"937" 10 "LAYING" "t" "BodyGyroJerkMag" "mean()" NA -0.699690401348315
"938" 10 "LAYING" "t" "BodyGyroJerkMag" "std()" NA -0.746221347921348
"939" 10 "LAYING" "t" "BodyGyroMag" "mean()" NA -0.42720737666236
"940" 10 "LAYING" "t" "BodyGyroMag" "std()" NA -0.548490222929888
"941" 10 "LAYING" "t" "GravityAcc" "mean()" "X" 0.717480574157303
"942" 10 "LAYING" "t" "GravityAcc" "mean()" "Y" -0.208521017696629
"943" 10 "LAYING" "t" "GravityAcc" "mean()" "Z" 0.117694723004365
"944" 10 "LAYING" "t" "GravityAcc" "std()" "X" -0.965245184269663
"945" 10 "LAYING" "t" "GravityAcc" "std()" "Y" -0.954582628651685
"946" 10 "LAYING" "t" "GravityAcc" "std()" "Z" -0.93000172247191
"947" 10 "LAYING" "t" "GravityAccMag" "mean()" NA -0.410425640545281
"948" 10 "LAYING" "t" "GravityAccMag" "std()" NA -0.473099669633011
"949" 10 "SITTING" "f" "BodyAcc" "mean()" "X" -0.671036756991379
"950" 10 "SITTING" "f" "BodyAcc" "mean()" "Y" -0.56492112005431
"951" 10 "SITTING" "f" "BodyAcc" "mean()" "Z" -0.755477063777586
"952" 10 "SITTING" "f" "BodyAcc" "meanFreq()" "X" -0.0865565119224138
"953" 10 "SITTING" "f" "BodyAcc" "meanFreq()" "Y" 0.118340305994828
"954" 10 "SITTING" "f" "BodyAcc" "meanFreq()" "Z" 0.294565669792241
"955" 10 "SITTING" "f" "BodyAcc" "std()" "X" -0.685967027327586
"956" 10 "SITTING" "f" "BodyAcc" "std()" "Y" -0.608637830568965
"957" 10 "SITTING" "f" "BodyAcc" "std()" "Z" -0.775217600974138
"958" 10 "SITTING" "f" "BodyAccJerk" "mean()" "X" -0.677877879552586
"959" 10 "SITTING" "f" "BodyAccJerk" "mean()" "Y" -0.601501631942241
"960" 10 "SITTING" "f" "BodyAccJerk" "mean()" "Z" -0.776146487347414
"961" 10 "SITTING" "f" "BodyAccJerk" "meanFreq()" "X" 0.0556565415396552
"962" 10 "SITTING" "f" "BodyAccJerk" "meanFreq()" "Y" -0.0627501066896552
"963" 10 "SITTING" "f" "BodyAccJerk" "meanFreq()" "Z" 0.125357917406034
"964" 10 "SITTING" "f" "BodyAccJerk" "std()" "X" -0.6825747266575
"965" 10 "SITTING" "f" "BodyAccJerk" "std()" "Y" -0.601670696297414
"966" 10 "SITTING" "f" "BodyAccJerk" "std()" "Z" -0.817453989310345
"967" 10 "SITTING" "f" "BodyAccMag" "mean()" NA -0.632859902586207
"968" 10 "SITTING" "f" "BodyAccMag" "meanFreq()" NA 0.235344201575
"969" 10 "SITTING" "f" "BodyAccMag" "std()" NA -0.725881434232759
"970" 10 "SITTING" "f" "BodyBodyAccJerkMag" "mean()" NA -0.630393750482759
"971" 10 "SITTING" "f" "BodyBodyAccJerkMag" "meanFreq()" NA 0.18208010764569
"972" 10 "SITTING" "f" "BodyBodyAccJerkMag" "std()" NA -0.632596015431638
"973" 10 "SITTING" "f" "BodyBodyGyroJerkMag" "mean()" NA -0.80824356112069
"974" 10 "SITTING" "f" "BodyBodyGyroJerkMag" "meanFreq()" NA 0.158407214024138
"975" 10 "SITTING" "f" "BodyBodyGyroJerkMag" "std()" NA -0.811194220344828
"976" 10 "SITTING" "f" "BodyBodyGyroMag" "mean()" NA -0.751876822422414
"977" 10 "SITTING" "f" "BodyBodyGyroMag" "meanFreq()" NA 0.0730532370162672
"978" 10 "SITTING" "f" "BodyBodyGyroMag" "std()" NA -0.779519774396552
"979" 10 "SITTING" "f" "BodyGyro" "mean()" "X" -0.708227808862155
"980" 10 "SITTING" "f" "BodyGyro" "mean()" "Y" -0.76112517175
"981" 10 "SITTING" "f" "BodyGyro" "mean()" "Z" -0.638948497488793
"982" 10 "SITTING" "f" "BodyGyro" "meanFreq()" "X" -0.0187800320543103
"983" 10 "SITTING" "f" "BodyGyro" "meanFreq()" "Y" 0.0639458440232759
"984" 10 "SITTING" "f" "BodyGyro" "meanFreq()" "Z" 0.0398504717206897
"985" 10 "SITTING" "f" "BodyGyro" "std()" "X" -0.770129229456897
"986" 10 "SITTING" "f" "BodyGyro" "std()" "Y" -0.749100059568966
"987" 10 "SITTING" "f" "BodyGyro" "std()" "Z" -0.703874331267241
"988" 10 "SITTING" "t" "BodyAcc" "mean()" "X" 0.277893928965517
"989" 10 "SITTING" "t" "BodyAcc" "mean()" "Y" -0.0201007309025862
"990" 10 "SITTING" "t" "BodyAcc" "mean()" "Z" -0.111923861939655
"991" 10 "SITTING" "t" "BodyAcc" "std()" "X" -0.680922061465517
"992" 10 "SITTING" "t" "BodyAcc" "std()" "Y" -0.574141127008621
"993" 10 "SITTING" "t" "BodyAcc" "std()" "Z" -0.75501902668319
"994" 10 "SITTING" "t" "BodyAccJerk" "mean()" "X" 0.084055953425
"995" 10 "SITTING" "t" "BodyAccJerk" "mean()" "Y" 0.00524496946775862
"996" 10 "SITTING" "t" "BodyAccJerk" "mean()" "Z" -0.000508330892672414
"997" 10 "SITTING" "t" "BodyAccJerk" "std()" "X" -0.665385132398276
"998" 10 "SITTING" "t" "BodyAccJerk" "std()" "Y" -0.587767977767155
"999" 10 "SITTING" "t" "BodyAccJerk" "std()" "Z" -0.797422411293103
"1000" 10 "SITTING" "t" "BodyAccJerkMag" "mean()" NA -0.671367320412147
"1001" 10 "SITTING" "t" "BodyAccJerkMag" "std()" NA -0.63003829265431
"1002" 10 "SITTING" "t" "BodyAccMag" "mean()" NA -0.643787041732759
"1003" 10 "SITTING" "t" "BodyAccMag" "std()" NA -0.656213871818966
"1004" 10 "SITTING" "t" "BodyGyro" "mean()" "X" -0.03737410566
"1005" 10 "SITTING" "t" "BodyGyro" "mean()" "Y" -0.0694863169865517
"1006" 10 "SITTING" "t" "BodyGyro" "mean()" "Z" 0.09708324005
"1007" 10 "SITTING" "t" "BodyGyro" "std()" "X" -0.754406551103448
"1008" 10 "SITTING" "t" "BodyGyro" "std()" "Y" -0.751811505775862
"1009" 10 "SITTING" "t" "BodyGyro" "std()" "Z" -0.66419850437931
"1010" 10 "SITTING" "t" "BodyGyroJerk" "mean()" "X" -0.101958125818966
"1011" 10 "SITTING" "t" "BodyGyroJerk" "mean()" "Y" -0.0461522009655172
"1012" 10 "SITTING" "t" "BodyGyroJerk" "mean()" "Z" -0.0571036731258621
"1013" 10 "SITTING" "t" "BodyGyroJerk" "std()" "X" -0.760644561551724
"1014" 10 "SITTING" "t" "BodyGyroJerk" "std()" "Y" -0.813937354568966
"1015" 10 "SITTING" "t" "BodyGyroJerk" "std()" "Z" -0.737577828853448
"1016" 10 "SITTING" "t" "BodyGyroJerkMag" "mean()" NA -0.787828063189655
"1017" 10 "SITTING" "t" "BodyGyroJerkMag" "std()" NA -0.8035018775
"1018" 10 "SITTING" "t" "BodyGyroMag" "mean()" NA -0.667000938325
"1019" 10 "SITTING" "t" "BodyGyroMag" "std()" NA -0.740903456258621
"1020" 10 "SITTING" "t" "GravityAcc" "mean()" "X" 0.528471918189655
"1021" 10 "SITTING" "t" "GravityAcc" "mean()" "Y" 0.132357189137931
"1022" 10 "SITTING" "t" "GravityAcc" "mean()" "Z" -0.0406851051310345
"1023" 10 "SITTING" "t" "GravityAcc" "std()" "X" -0.966671951465517
"1024" 10 "SITTING" "t" "GravityAcc" "std()" "Y" -0.954434219224138
"1025" 10 "SITTING" "t" "GravityAcc" "std()" "Z" -0.952063648715517
"1026" 10 "SITTING" "t" "GravityAccMag" "mean()" NA -0.643787041732759
"1027" 10 "SITTING" "t" "GravityAccMag" "std()" NA -0.656213871818966
"1028" 11 "SITTING" "f" "BodyAcc" "mean()" "X" -0.619524028324684
"1029" 11 "SITTING" "f" "BodyAcc" "mean()" "Y" -0.531455265662532
"1030" 11 "SITTING" "f" "BodyAcc" "mean()" "Z" -0.750026145791139
"1031" 11 "SITTING" "f" "BodyAcc" "meanFreq()" "X" -0.224360420717722
"1032" 11 "SITTING" "f" "BodyAcc" "meanFreq()" "Y" 0.0318551463759494
"1033" 11 "SITTING" "f" "BodyAcc" "meanFreq()" "Z" 0.0502783009075316
"1034" 11 "SITTING" "f" "BodyAcc" "std()" "X" -0.579491754749367
"1035" 11 "SITTING" "f" "BodyAcc" "std()" "Y" -0.502570240243354
"1036" 11 "SITTING" "f" "BodyAcc" "std()" "Z" -0.652095671108544
"1037" 11 "SITTING" "f" "BodyAccJerk" "mean()" "X" -0.676672987166456
"1038" 11 "SITTING" "f" "BodyAccJerk" "mean()" "Y" -0.632374688606013
"1039" 11 "SITTING" "f" "BodyAccJerk" "mean()" "Z" -0.825559590221519
"1040" 11 "SITTING" "f" "BodyAccJerk" "meanFreq()" "X" -0.0874254925382278
"1041" 11 "SITTING" "f" "BodyAccJerk" "meanFreq()" "Y" -0.242572597206013
"1042" 11 "SITTING" "f" "BodyAccJerk" "meanFreq()" "Z" -0.0992296316156962
"1043" 11 "SITTING" "f" "BodyAccJerk" "std()" "X" -0.672195644346519
"1044" 11 "SITTING" "f" "BodyAccJerk" "std()" "Y" -0.609444998247785
"1045" 11 "SITTING" "f" "BodyAccJerk" "std()" "Z" -0.858259630601266
